01/02/2018,17:00:03.140,165.562500,1,E
01/02/2018,17:00:18.172,165.531250,2,E
01/02/2018,17:01:16.212,165.562500,1,E
01/02/2018,17:01:42.399,165.562500,3,E
01/02/2018,17:01:42.399,165.562500,5,E
01/02/2018,17:01:42.424,165.562500,1,E
01/02/2018,17:01:43.183,165.562500,2,E
01/02/2018,17:01:45.721,165.562500,1,E
01/02/2018,17:07:22.481,165.593750,1,E
01/02/2018,17:07:35.384,165.593750,4,E
01/02/2018,17:07:35.384,165.593750,1,E
01/02/2018,17:07:35.389,165.562500,1,E
01/02/2018,17:07:36.926,165.593750,1,E
01/02/2018,17:09:35.525,165.625000,4,E
01/02/2018,17:12:05.873,165.656250,1,E
01/02/2018,17:14:32.598,165.656250,2,E
01/02/2018,17:14:32.598,165.656250,1,E
01/02/2018,17:14:32.661,165.656250,1,E
01/02/2018,17:14:36.813,165.656250,1,E
01/02/2018,17:14:42.331,165.656250,1,E
01/02/2018,17:14:42.918,165.656250,1,E
01/02/2018,17:14:43.119,165.656250,1,E
01/02/2018,17:14:43.744,165.656250,1,E
01/02/2018,17:14:45.136,165.656250,1,E
01/02/2018,17:14:46.893,165.656250,1,E
01/02/2018,17:14:50.183,165.656250,1,E
01/02/2018,17:14:52.979,165.656250,1,E
01/02/2018,17:14:53.897,165.656250,1,E
01/02/2018,17:14:56.083,165.656250,1,E
01/02/2018,17:14:57.831,165.656250,1,E
01/02/2018,17:15:03.387,165.656250,1,E
01/02/2018,17:15:05.428,165.656250,1,E
01/02/2018,17:15:05.824,165.656250,1,E
01/02/2018,17:15:33.501,165.687500,1,E
01/02/2018,17:15:51.285,165.656250,1,E
01/02/2018,17:15:51.285,165.656250,1,E
01/02/2018,17:23:57.259,165.687500,3,E
01/02/2018,17:23:57.285,165.687500,1,E
01/02/2018,17:23:57.285,165.687500,1,E
01/02/2018,17:23:57.285,165.687500,1,E
01/02/2018,17:26:14.168,165.687500,6,E
01/02/2018,17:26:14.168,165.687500,1,E
01/02/2018,17:26:22.642,165.718750,6,E
01/02/2018,17:27:23.169,165.718750,2,E
01/02/2018,17:27:23.169,165.718750,2,E
01/02/2018,17:27:26.552,165.687500,8,E
01/02/2018,17:27:26.561,165.687500,1,E
01/02/2018,17:27:26.561,165.687500,1,E
01/02/2018,17:28:56.856,165.656250,1,E
01/02/2018,17:29:49.060,165.656250,4,E
01/02/2018,17:29:49.060,165.656250,1,E
01/02/2018,17:29:49.253,165.656250,1,E
01/02/2018,17:31:48.295,165.625000,1,E
01/02/2018,17:33:43.616,165.656250,2,E
01/02/2018,17:33:43.616,165.656250,1,E
01/02/2018,17:37:20.269,165.625000,2,E
01/02/2018,17:38:47.153,165.625000,11,E
01/02/2018,17:38:47.193,165.625000,1,E
01/02/2018,17:53:06.513,165.625000,7,E
01/02/2018,17:53:44.665,165.593750,1,E
01/02/2018,17:53:44.665,165.593750,1,E
01/02/2018,17:53:46.721,165.593750,1,E
01/02/2018,17:53:46.973,165.593750,1,E
01/02/2018,17:54:03.288,165.593750,1,E
01/02/2018,17:55:03.325,165.593750,1,E
01/02/2018,17:56:03.291,165.593750,1,E
01/02/2018,18:01:47.342,165.625000,2,E
01/02/2018,18:01:47.348,165.625000,13,E
01/02/2018,18:01:47.348,165.625000,1,E
01/02/2018,18:02:00.129,165.625000,1,E
01/02/2018,18:05:49.506,165.593750,3,E
01/02/2018,18:05:49.540,165.593750,9,E
01/02/2018,18:05:49.544,165.593750,1,E
01/02/2018,18:05:49.610,165.593750,1,E
01/02/2018,18:06:37.033,165.593750,1,E
01/02/2018,18:18:45.796,165.593750,8,E
01/02/2018,18:18:54.438,165.562500,20,E
01/02/2018,18:18:54.478,165.562500,7,E
01/02/2018,18:18:54.505,165.562500,15,E
01/02/2018,18:18:54.512,165.562500,1,E
01/02/2018,18:18:54.532,165.562500,1,E
01/02/2018,18:19:57.346,165.593750,1,E
01/02/2018,18:21:14.431,165.593750,1,E
01/02/2018,18:24:21.603,165.593750,1,E
01/02/2018,18:24:55.177,165.593750,2,E
01/02/2018,18:27:40.769,165.593750,3,E
01/02/2018,18:31:15.113,165.593750,6,E
01/02/2018,18:31:15.122,165.593750,2,E
01/02/2018,18:31:15.317,165.593750,1,E
01/02/2018,18:31:15.317,165.593750,2,E
01/02/2018,18:32:00.347,165.593750,2,E
