time,currency,title,priority,actual,forecast,previous
"2019-01-30T10:00:00","eur","EUR Euro-Zone Consumer Confidence (JAN F)","Low","-7.9","-7.9","-8.3"
"2019-01-30T12:00:00","usd","USD MBA Mortgage Applications (JAN 25)","Medium","-3.0%","","-2.7%"
"2019-01-30T13:00:00","eur","EUR German Consumer Price Index (MoM) (JAN P)","Medium","-0.8%","-0.8%","0.1%"
"2019-01-30T13:00:00","eur","EUR German Consumer Price Index (YoY) (JAN P)","High","1.4%","1.6%","1.7%"
"2019-01-30T13:15:00","usd","USD ADP Employment Change (JAN)","Medium","213k","185k","263k"
"2019-01-30T14:00:00","mxn","MXN Gross Domestic Product NSA (YoY) (4Q P)","High","1.8%","2.0%","2.5%"
"2019-01-30T14:00:00","mxn","MXN Gross Domestic Product SA (QoQ) (4Q P)","Medium","0.3%","0.2%","0.8%"
"2019-01-30T15:00:00","usd","USD Pending Home Sales (MoM) (DEC)","Low","-2.2%","0.5%","-0.9%"
"2019-01-30T15:00:00","usd","USD Pending Home Sales (YoY) (DEC)","Medium","-9.5%","-7.0%","-7.8%"
"2019-01-30T15:30:00","usd","USD DOE U.S. Crude Oil Inventories (JAN 25)","Medium","919K","3150K","7970k"
"2019-01-30T15:30:00","usd","USD DOE Cushing OK Crude Inventory (JAN 25)","Low","-145K","","-190k"
"2019-01-30T15:30:00","usd","USD DOE U.S. Gasoline Inventories (JAN 25)","Low","-2235K","2800K","4050k"
"2019-01-30T15:30:00","usd","USD DOE U.S. Distillate Inventory (JAN 25)","Low","-1122K","-1100K","-617k"
"2019-01-30T19:00:00","usd","USD FOMC Rate Decision (Upper Bound) (JAN 30)","High","2.50%","2.50%","2.50%"
"2019-01-30T19:00:00","usd","USD FOMC Rate Decision (Lower Bound) (JAN 30)","High","2.25%","2.25%","2.25%"
"2019-01-30T19:00:00","usd","USD Interest Rate on Excess Reserves (JAN 31)","High","2.40%","2.40%","2.40%"
"2019-01-30T19:30:00","usd","USD Fed Chairman Powell Holds Post-FOMC Press Conference","High","","",""
"2019-01-30T23:50:00","jpy","JPY BOJ Summary of Opinions","Low","","",""
"2019-01-30T23:50:00","jpy","JPY Loans & Discounts Corp (YoY) (DEC)","Medium","3.33%","","3.66%"
"2019-01-30T23:50:00","jpy","JPY Industrial Production (MoM) (DEC P)","Low","-0.1%","-0.5%","-1.0%"
"2019-01-30T23:50:00","jpy","JPY Industrial Production (YoY) (DEC P)","Medium","-1.9%","-2.3%","1.5%"
"2019-01-30T23:50:00","jpy","JPY Japan Buying Foreign Bonds (Yen) (JAN 25)","Low","¥-102.6b","","¥822.9b"
"2019-01-30T23:50:00","jpy","JPY Japan Buying Foreign Stocks (Yen) (JAN 25)","Low","¥-189.4b","","-¥280.3b"
"2019-01-30T23:50:00","jpy","JPY Foreign Buying Japan Bonds (JAN 25)","Low","¥604.3b","","-¥26.6b"
"2019-01-30T23:50:00","jpy","JPY Foreign Buying Japan Stocks (JAN 25)","Low","¥166.6B","","-¥66.7b"
"2019-01-31T00:01:00","gbp","GBP GfK Consumer Confidence (JAN)","Medium","-14","-15","-14"
"2019-01-31T00:01:00","gbp","GBP Lloyds Business Barometer (JAN)","Low","19","","17"
"2019-01-31T00:30:00","aud","AUD Import Price Index (QoQ) (4Q)","Low","0.5%","0.3%","1.9%"
"2019-01-31T00:30:00","aud","AUD Export Price Index (QoQ) (4Q)","Low","4.4%","2.7%","3.7%"
"2019-01-31T00:30:00","aud","AUD Private Sector Credit (MoM) (DEC)","Low","0.2%","0.3%","0.3%"
"2019-01-31T00:30:00","aud","AUD Private Sector Credit (YoY) (DEC)","Medium","4.3%","4.4%","4.4%"
"2019-01-31T01:00:00","cny","CNY Swift Global Payments CNY (DEC)","Low","2.07%","","2.09%"
"2019-01-31T01:00:00","cny","CNY Non-manufacturing PMI (JAN)","Medium","54.7","53.9","53.8"
"2019-01-31T01:00:00","cny","CNY Manufacturing PMI (JAN)","High","49.5","49.3","49.4"
"2019-01-31T01:00:00","cny","CNY Composite PMI (JAN)","Medium","53.2","","52.6"
"2019-01-31T01:30:00","jpy","JPY BOJ Deputy Governor Amamiya makes a speech","Low","","",""
"2019-01-31T04:00:00","jpy","JPY Vehicle Production (YoY) (DEC)","Low","4.6%","","6.3%"
"2019-01-31T04:05:00","jpy","JPY PM Abe and ex-BOJ Deputy Governor Nakaso speak at Daiwa's conf","Medium","","",""
"2019-01-31T05:00:00","jpy","JPY Housing Starts (YoY) (DEC)","Medium","2.1%","2.0%","-0.6%"
"2019-01-31T05:00:00","jpy","JPY Annualized Housing Starts (DEC)","Low","0.961m","0.954m","0.957m"
"2019-01-31T07:00:00","eur","EUR German Retail Sales (MoM) (DEC)","Low","-4.3%","-0.5%","1.6%"
"2019-01-31T07:00:00","eur","EUR German Retail Sales (YoY) (DEC)","Medium","-2.1%","1.5%","1.1%"
"2019-01-31T07:00:00","gbp","GBP Nationwide House PX (MoM) (JAN)","Low","0.3%","0.2%","-0.7%"
"2019-01-31T07:00:00","gbp","GBP Nationwide House Px n.s.a. (YoY) (JAN)","Medium","0.1%","0.0%","0.5%"
"2019-01-31T08:00:00","eur","EUR ECB's Coeure Speaks in Cape Town","Low","","",""
"2019-01-31T08:55:00","eur","EUR German Unemployment Change (000's) (JAN)","High","-2K","-10k","-14k"
"2019-01-31T08:55:00","eur","EUR German Unemployment Claims Rate s.a. (JAN)","High","5.0%","5.0%","5.0%"
"2019-01-31T10:00:00","eur","EUR Euro-Zone Unemployment Rate (DEC)","Medium","7.9%","7.9%","7.9%"
"2019-01-31T10:00:00","eur","EUR Euro-Zone Gross Domestic Product s.a. (QoQ) (4Q A)","Medium","0.2%","0.2%","0.2%"
"2019-01-31T10:00:00","eur","EUR Euro-Zone Gross Domestic Product s.a. (YoY) (4Q A)","High","1.2%","1.2%","1.6%"
"2019-01-31T10:00:00","eur","EUR Italian Gross Domestic Product w.d.a. (YoY) (4Q P)","High","0.1%","0.3%","0.6%"
"2019-01-31T10:00:00","eur","EUR Italian Gross Domestic Product w.d.a. (QoQ) (4Q P)","Medium","-0.2%","-0.1%","-0.1%"
"2019-01-31T10:15:00","eur","EUR ECB's Mersch Speaks in Luxembourg","Low","","",""
"2019-01-31T12:30:00","usd","USD Challenger Job Cuts (YoY) (JAN)","Low","18.7%","","35.3%"
"2019-01-31T13:30:00","cad","CAD Gross Domestic Product (MoM) (NOV)","Medium","-0.1%","-0.1%","0.3%"
"2019-01-31T13:30:00","cad","CAD Gross Domestic Product (YoY) (NOV)","High","1.7%","1.6%","2.2%"
"2019-01-31T13:30:00","cad","CAD Industrial Product Price (MoM) (DEC)","Low","-0.7%","0.1%","-0.8%"
"2019-01-31T13:30:00","cad","CAD Raw Materials Price Index (MoM) (DEC)","Low","3.8%","4.0%","-11.8%"
"2019-01-31T13:30:00","usd","USD Employment Cost Index (4Q)","Medium","0.7%","0.8%","0.8%"
"2019-01-31T13:30:00","usd","USD Initial Jobless Claims (JAN 26)","Medium","253K","215k","200k"
"2019-01-31T13:30:00","usd","USD Continuing Claims (JAN 19)","Medium","1782k","1721k","1713k"
"2019-01-31T14:45:00","usd","USD Chicago Purchasing Manager (JAN)","Medium","56.7","61.5","63.8"
"2019-01-31T15:00:00","cad","CAD CFIB Business Barometer (JAN)","Low","56.1","","53.6"
"2019-01-31T15:30:00","usd","USD EIA Working Natural Gas Implied Flow (JAN 25)","Low","-173","-195","-163"
"2019-01-31T15:30:00","usd","USD EIA Natural Gas Storage Change (JAN 25)","Low","-173","-195","-163"
"2019-01-31T16:00:00","eur","EUR ECB's Weidmann Speaks in Mannheim, Germany","Low","","",""
"2019-01-31T16:30:00","usd","USD U.S. to Sell 4-Week Bills","Low","","",""
"2019-01-31T16:30:00","usd","USD U.S. to Sell 8-Week Bills","Low","","",""
"2019-01-31T17:45:00","cad","CAD Speech by Wilkins, Bank of Canada Senior Deputy Governor","Low","","",""
"2019-01-31T21:00:00","nzd","NZD ANZ Consumer Confidence (MoM) (JAN)","Low","-0.2%","","2.8%"
"2019-01-31T21:00:00","nzd","NZD ANZ Consumer Confidence Index (JAN)","Low","121.7","","121.9"
"2019-01-31T21:30:00","aud","AUD AiG Performance of Manufacturing Index (JAN)","Medium","52.5","","50"
"2019-01-31T22:00:00","aud","AUD CBA Australia PMI Mfg (JAN F)","Low","53.9","","54.3"
"2019-01-31T23:00:00","aud","AUD CoreLogic House Px (MoM) (JAN)","Low","-1.2%","","-1.3%"
"2019-01-31T23:30:00","jpy","JPY Job-To-Applicant Ratio (DEC)","Low","1.63","1.63","1.63"
"2019-01-31T23:30:00","jpy","JPY Jobless Rate (DEC)","Medium","2.4%","2.5%","2.5%"
"2019-02-01T00:00:00","usd","USD Wards Total Vehicle Sales (JAN)","Low","","17.20m","17.50m"
"2019-02-01T00:30:00","aud","AUD Producer Price Index (QoQ) (4Q)","Low","0.5%","","0.8%"
"2019-02-01T00:30:00","aud","AUD Producer Price Index (YoY) (4Q)","Low","2.0%","","2.1%"
"2019-02-01T00:30:00","jpy","JPY Nikkei Japan PMI Manufacturing (JAN F)","Low","50.3","","50"
"2019-02-01T01:45:00","cny","CNY Caixin China PMI Mfg (JAN)","Medium","48.3","49.7","49.7"
"2019-02-01T05:00:00","jpy","JPY Vehicle Sales (YoY) (JAN)","Low","1.3%","","-4.4%"
"2019-02-01T05:30:00","aud","AUD RBA Commodity Index SDR (YoY) (JAN)","Low","6.9%","","10.6%"
"2019-02-01T05:30:00","aud","AUD Commodity Index AUD (JAN)","Low","124.5","","121.6"
"2019-02-01T06:45:00","chf","CHF SECO Consumer Confidence (JAN)","Medium","-4","-5","-6"
"2019-02-01T07:30:00","chf","CHF Retail Sales Real (YoY) (DEC)","Medium","-0.3%","","-0.5%"
"2019-02-01T08:30:00","chf","CHF PMI Manufacturing (JAN)","Medium","54.3","56.4","57.5"
"2019-02-01T08:45:00","eur","EUR Markit/ADACI Italy Manufacturing PMI (JAN)","Low","47.8","48.8","49.2"
"2019-02-01T08:50:00","eur","EUR Markit France Manufacturing PMI (JAN F)","Low","51.2","51.2","51.2"
"2019-02-01T08:55:00","eur","EUR Markit/BME Germany Manufacturing PMI (JAN F)","Low","49.7","49.9","49.9"
"2019-02-01T09:00:00","eur","EUR Markit Eurozone Manufacturing PMI (JAN F)","Low","50.5","50.5","50.5"
"2019-02-01T09:30:00","gbp","GBP Markit UK PMI Manufacturing s.a. (JAN)","Medium","52.8","53.5","54.2"
"2019-02-01T10:00:00","eur","EUR Euro-Zone Consumer Price Index Core (YoY) (JAN A)","High","1.1%","1.0%","1.0%"
"2019-02-01T10:00:00","eur","EUR Euro-Zone Consumer Price Index Estimate (YoY) (JAN)","High","1.4%","1.4%","1.6%"
"2019-02-01T13:30:00","cad","CAD MLI Leading Indicator (MoM) (DEC)","Low","-0.3%","","-0.1%"
"2019-02-01T13:30:00","usd","USD Change in Non-farm Payrolls (JAN)","High","304K","165k","312k"
"2019-02-01T13:30:00","usd","USD Change in Private Payrolls (JAN)","Medium","296K","175k","301k"
"2019-02-01T13:30:00","usd","USD Change in Manufact. Payrolls (JAN)","Low","13K","19k","32k"
"2019-02-01T13:30:00","usd","USD Two-Month Payroll Net Revision (JAN)","Low","-70k","","58k"
"2019-02-01T13:30:00","usd","USD Unemployment Rate (JAN)","High","4.0%","3.9%","3.9%"
"2019-02-01T13:30:00","usd","USD Labor Force Participation Rate (JAN)","Low","63.2%","","63.1%"
"2019-02-01T13:30:00","usd","USD Underemployment Rate (JAN)","Low","8.1%","","7.6%"
"2019-02-01T13:30:00","usd","USD Average Hourly Earnings (MoM) (JAN)","Low","0.1%","0.3%","0.4%"
"2019-02-01T13:30:00","usd","USD Average Hourly Earnings (YoY) (JAN)","Medium","3.2%","3.2%","3.2%"
"2019-02-01T13:30:00","usd","USD Average Weekly Hours All Employees (JAN)","Medium","34.5","34.5","34.5"
"2019-02-01T14:30:00","cad","CAD RBC Canadian Manufacturing PMI (JAN)","High","53","","53.6"
"2019-02-01T14:45:00","usd","USD Fed’s Kaplan Speaks in Austin","Low","","",""
"2019-02-01T14:45:00","usd","USD Markit US Manufacturing PMI (JAN F)","Low","54.9","54.9","54.9"
"2019-02-01T15:00:00","usd","USD ISM Manufacturing (JAN)","High","56.6","54.2","54.1"
"2019-02-01T15:00:00","usd","USD ISM Employment (JAN)","High","55.5","","56.2"
"2019-02-01T15:00:00","usd","USD ISM Prices Paid (JAN)","Medium","49.6","54.5","54.9"
"2019-02-01T15:00:00","usd","USD ISM New Orders (JAN)","Low","58.2","","51.1"
"2019-02-01T15:00:00","usd","USD Construction Spending (MoM) (DEC)","Medium","0.8%","0.2%","0.1%"
"2019-02-01T15:00:00","usd","USD U. of Mich. Sentiment (JAN F)","Medium","91.2","90.7","90.7"
"2019-02-01T15:00:00","usd","USD U. of Mich. Current Conditions (JAN F)","Low","108.8","","110"
"2019-02-01T15:00:00","usd","USD U. of Mich. Expectations (JAN F)","Low","79.9","","78.3"
"2019-02-01T15:00:00","usd","USD U. of Mich. 1 Yr Inflation (JAN F)","Low","2.7%","","2.7%"
"2019-02-01T15:00:00","usd","USD U. of Mich. 5-10 Yr Inflation (JAN F)","Low","2.5%","","2.6%"
"2019-02-01T15:30:00","mxn","MXN Markit Mexico PMI Mfg (JAN)","Medium","50.9","","49.7"
"2019-02-01T18:00:00","usd","USD Baker Hughes U.S. Rig Count (FEB 1)","Medium","1045","","1059"
"2019-01-21T00:00:00","gbp","GBP UK PM Theresa May to Present Alternative Brexit Proposal to Parliament","High","","",""
"2019-01-21T00:00:00","usd","USD Advance Goods Trade Balance (NOV)","High","Delayed","-$76.1b","-$77.2b"
"2019-01-21T00:00:00","usd","USD Building Permits (DEC)","Low","Delayed","1290k","1328k"
"2019-01-21T00:00:00","usd","USD Building Permits (MoM) (DEC)","Medium","Delayed","-2.9%","5.0%"
"2019-01-21T00:00:00","usd","USD Business Inventories (NOV)","Medium","Delayed","0.3%","0.6%"
"2019-01-21T00:00:00","usd","USD Construction Spending (MoM) (NOV)","Medium","Delayed","0.2%","-0.1%"
"2019-01-21T00:00:00","usd","USD Factory Orders (NOV)","Medium","Delayed","0.3%","-2.1%"
"2019-01-21T00:00:00","usd","USD Factory Orders Ex Transporation (NOV F)","Low","Delayed","","0.3%"
"2019-01-21T00:00:00","usd","USD Housing Starts (DEC)","Low","Delayed","1253k","1256k"
"2019-01-21T00:00:00","usd","USD Housing Starts (MoM) (DEC)","Medium","Delayed","-0.5%","3.2%"
"2019-01-21T00:00:00","usd","USD Monthly Budget Statement (DEC)","Medium","Delayed","-$10.0b","-$204.9b"
"2019-01-21T00:00:00","usd","USD Net Long-term TIC Flows (NOV)","Medium","Delayed","","$31.3b"
"2019-01-21T00:00:00","usd","USD Retail Inventories (MoM) (NOV)","Low","Delayed","","0.9%"
"2019-01-21T00:00:00","usd","USD Retail Sales Advance (MoM) (DEC)","High","Delayed","0.1%","0.2%"
"2019-01-21T00:00:00","usd","USD Retail Sales Control Group (DEC)","Medium","Delayed","0.4%","0.9%"
"2019-01-21T00:00:00","usd","USD Retail Sales Ex Auto (MoM) (DEC)","Low","Delayed","0.0%","0.2%"
"2019-01-21T00:00:00","usd","USD Retail Sales Ex Auto and Gas (DEC)","Medium","Delayed","0.4%","0.5%"
"2019-01-21T00:00:00","usd","USD Total Net TIC Flows (NOV)","Low","Delayed","","$42.0b"
"2019-01-21T00:00:00","usd","USD Trade Balance (NOV)","Medium","Delayed","-$54.0b","-$55.5b"
"2019-01-21T00:01:00","gbp","GBP Rightmove House Prices (MoM) (JAN)","Low","0.4%","","-1.5%"
"2019-01-21T00:01:00","gbp","GBP Rightmove House Prices (YoY) (JAN)","Medium","0.4%","","0.7%"
"2019-01-21T01:10:00","jpy","JPY BOJ Outright Bond Purchase 10~25 Years","Low","","",""
"2019-01-21T01:10:00","jpy","JPY BOJ Outright Bond Purchase 1~3 Years","Low","","",""
"2019-01-21T01:10:00","jpy","JPY BOJ Outright Bond Purchase 3~5 Years","Low","","",""
"2019-01-21T01:10:00","jpy","JPY BOJ Outright Bond Purchase 25 Years~","Low","","",""
"2019-01-21T02:00:00","cny","CNY Retail Sales (YoY) (DEC)","Medium","8.2%","8.1%","8.1%"
"2019-01-21T02:00:00","cny","CNY Retail Sales YTD (YoY) (DEC)","Medium","9.0%","9.0%","9.1%"
"2019-01-21T02:00:00","cny","CNY Industrial Production (YoY) (DEC)","Medium","5.7%","5.3%","5.4%"
"2019-01-21T02:00:00","cny","CNY Industrial Production YTD (YoY) (DEC)","Medium","6.2%","6.2%","6.3%"
"2019-01-21T02:00:00","cny","CNY Fixed Assets Ex Rural YTD (YoY) (DEC)","Medium","5.9%","6.0%","5.9%"
"2019-01-21T02:00:00","cny","CNY Property Investment (YoY) (DEC)","Medium","9.5%","","9.7%"
"2019-01-21T02:00:00","cny","CNY Surveyed Jobless Rate (DEC)","Medium","4.9%","","4.8%"
"2019-01-21T02:00:00","cny","CNY Gross Domestic Product (YoY) (4Q)","High","6.4%","6.4%","6.5%"
"2019-01-21T02:00:00","cny","CNY Gross Domestic Product s.a. (QoQ) (4Q)","High","1.5%","1.5%","1.6%"
"2019-01-21T02:00:00","cny","CNY Gross Domestic Product YTD (YoY) (4Q)","High","6.6%","6.6%","6.7%"
"2019-01-21T07:00:00","jpy","JPY Convenience Store Sales (YoY) (DEC)","Low","1.2%","","0.6%"
"2019-01-21T07:00:00","eur","EUR German Producer Price Index (MoM) (DEC)","Low","-0.4%","-0.1%","0.1%"
"2019-01-21T07:00:00","eur","EUR German Producer Price Index (YoY) (DEC)","Low","2.7%","2.9%","3.3%"
"2019-01-21T08:00:00","chf","CHF Money Supply M3 (YoY) (DEC)","Low","3.1%","2.8%","2.8%"
"2019-01-21T09:00:00","chf","CHF Total Sight Deposits CHF (JAN 18)","Low","576.329b","","575.2b"
"2019-01-21T09:00:00","chf","CHF Domestic Sight Deposits CHF (JAN 18)","Low","482.302b","","483.0b"
"2019-01-21T16:00:00","gbp","GBP BOE's Place, Fried Speak in London","Low","","",""
"2019-01-21T21:30:00","nzd","NZD Performance Services Index (DEC)","Medium","53.0","","53.4"
"2019-01-21T22:30:00","aud","AUD ANZ Roy Morgan Weekly Consumer Confidence Index (JAN 20)","Low","115.7","","116.8"
"2019-01-22T04:00:00","jpy","JPY Tokyo Condominium Sales (YoY) (DEC)","Low","15.2%","","2.8%"
"2019-01-22T05:00:00","jpy","JPY Supermarket Sales (YoY) (DEC)","Low","-0.7%","","-2.5%"
"2019-01-22T09:30:00","gbp","GBP Claimant Count Rate (DEC)","Medium","2.8%","","2.8%"
"2019-01-22T09:30:00","gbp","GBP Jobless Claims Change (DEC)","Medium","20.8k","","24.8k"
"2019-01-22T09:30:00","gbp","GBP Average Weekly Earnings (3M/YoY) (NOV)","Medium","3.4%","3.3%","3.3%"
"2019-01-22T09:30:00","gbp","GBP Weekly Earnings ex Bonus (3M/YoY) (NOV)","Medium","3.3%","3.3%","3.3%"
"2019-01-22T09:30:00","gbp","GBP ILO Unemployment Rate 3Mths (NOV)","Medium","4.0%","4.1%","4.1%"
"2019-01-22T09:30:00","gbp","GBP Employment Change 3M/3M (NOV)","Medium","141k","87k","79k"
"2019-01-22T09:30:00","gbp","GBP Public Finances (PSNCR) (Pounds) (DEC)","Medium","21.3b","","2.7b"
"2019-01-22T09:30:00","gbp","GBP Central Government NCR (DEC)","Medium","18.2b","","8.4b"
"2019-01-22T09:30:00","gbp","GBP Public Sector Net Borrowing (DEC)","Medium","2.1b","1.1b","6.2b"
"2019-01-22T09:30:00","gbp","GBP PSNB ex Banking Groups (DEC)","Medium","3.0b","1.9b","7.1b"
"2019-01-22T10:00:00","eur","EUR German ZEW Survey Current Situation (JAN)","Medium","27.6","43.3","45.3"
"2019-01-22T10:00:00","eur","EUR German ZEW Survey Expectations (JAN)","High","-15.0","-18.5","-17.5"
"2019-01-22T10:00:00","eur","EUR Euro-Zone ZEW Survey (Economic Sentiment) (JAN)","High","-20.9","","-21.0"
"2019-01-22T13:30:00","cad","CAD Wholesale Trade Sales (MoM) (NOV)","Low","-1.0%","-0.3%","0.7%"
"2019-01-22T13:30:00","cad","CAD Manufacturing Sales (MoM) (NOV)","Low","-1.4%","-1.0%","-0.1%"
"2019-01-22T15:00:00","usd","USD Existing Home Sales (MoM) (DEC)","Medium","-6.4%","-1.5%","2.1%"
"2019-01-22T15:00:00","usd","USD Existing Home Sales (DEC)","Low","4.99m","5.24m","5.33m"
"2019-01-22T16:30:00","usd","USD U.S. to Sell USD42 Bln 3-Month Bills","Low","","",""
"2019-01-22T16:30:00","usd","USD U.S. to Sell USD39 Bln 6-Month Bills","Low","","",""
"2019-01-22T21:45:00","nzd","NZD Consumer Price Index (QoQ) (4Q)","Medium","0.1%","0.0%","0.9%"
"2019-01-22T21:45:00","nzd","NZD Consumer Price Index (YoY) (4Q)","High","1.9%","1.8%","1.9%"
"2019-01-22T23:30:00","aud","AUD Westpac Leading Index (MoM) (DEC)","Medium","-0.21%","","-0.09%"
"2019-01-22T23:50:00","jpy","JPY Trade Balance (DEC)","Medium","-¥55.3b","-¥35.3b","-¥737.7b"
"2019-01-22T23:50:00","jpy","JPY Adjusted Merchandise Trade Balance (Yen) (DEC)","Low","-¥183.6b","-¥290.7b","-¥492.2b"
"2019-01-22T23:50:00","jpy","JPY Exports (YoY) (DEC)","Low","-3.8%","-1.9%","0.1%"
"2019-01-22T23:50:00","jpy","JPY Imports (YoY) (DEC)","Low","1.9%","4.0%","12.5%"
"2019-01-23T00:00:00","aud","AUD Skilled Vacancies (MoM) (DEC)","Low","0.7%","","-0.1%"
"2019-01-23T02:00:00","nzd","NZD RBNZ Sectoral Factor Inflation Gauge","Medium","1.7%","",""
"2019-01-23T02:59:00","jpy","JPY BOJ Rate Decision (JAN 23)","High","-0.10%","-0.10%","-0.10%"
"2019-01-23T02:59:00","jpy","JPY BOJ 10-Yr Yield Target (JAN 23)","High","0.00%","0.00%","0.00%"
"2019-01-23T02:59:00","jpy","JPY BOJ Outlook Report","High","","",""
"2019-01-23T04:30:00","jpy","JPY All Industry Activity Index (MoM) (NOV)","Medium","-0.3%","-0.4%","2.1%"
"2019-01-23T05:30:00","jpy","JPY Tokyo Department Store Sales (YoY) (DEC)","Low","-1.1%","","0.2%"
"2019-01-23T05:30:00","jpy","JPY Nationwide Department Store Sales (YoY) (DEC)","Low","-0.7%","","-0.6%"
"2019-01-23T06:00:00","jpy","JPY Machine Tool Orders (YoY) (DEC F)","Low","-18.3%","","-18.3%"
"2019-01-23T09:30:00","gbp","GBP BOE's Broadbent Speaks in London.","Low","","",""
"2019-01-23T11:00:00","gbp","GBP CBI Trends Total Orders (JAN)","Low","-1","4","8"
"2019-01-23T11:00:00","gbp","GBP CBI Trends Selling Prices (JAN)","Low","18","11","14"
"2019-01-23T11:00:00","gbp","GBP CBI Business Optimism (JAN)","Low","-23","-22","-16"
"2019-01-23T12:00:00","usd","USD MBA Mortgage Applications (JAN 18)","Medium","-2.7%","","13.5%"
"2019-01-23T13:30:00","cad","CAD Retail Sales (MoM) (NOV)","Medium","-0.9%","-0.6%","0.2%"
"2019-01-23T13:30:00","cad","CAD Retail Sales Ex Auto (MoM) (NOV)","Low","-0.6%","-0.4%","-0.2%"
"2019-01-23T14:00:00","usd","USD House Price Index (MoM) (NOV)","Medium","0.4%","0.3%","0.4%"
"2019-01-23T15:00:00","usd","USD Richmond Fed Manufact. Index (JAN)","Low","-2","-2","-8"
"2019-01-23T15:00:00","eur","EUR Euro-Zone Consumer Confidence (JAN A)","Medium","-7.9","-6.5","-8.3"
"2019-01-23T22:00:00","aud","AUD CBA Australia PMI Mfg (JAN P)","Low","54.3","","54"
"2019-01-23T22:00:00","aud","AUD CBA Australia PMI Services (JAN P)","Low","51.0","","52.7"
"2019-01-23T22:00:00","aud","AUD CBA Australia PMI Composite (JAN P)","Low","51.5","","52.9"
"2019-01-23T23:50:00","jpy","JPY Japan Buying Foreign Bonds (Yen) (JAN 18)","Low","¥822.9b","","¥2209.9b"
"2019-01-23T23:50:00","jpy","JPY Japan Buying Foreign Stocks (Yen) (JAN 18)","Low","¥-280.3b","","-¥172.5b"
